Duration (in seconds),Finished,consent_1,self_tipi_1_1,self_tipi_2_1,self_tipi_3_1,self_tipi_4_1,self_tipi_5_1,self_tipi_6_1,self_tipi_7_1,self_tipi_8_1,self_tipi_9_1,self_tipi_10_1,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,self_ittp_O1_1,self_ittp_O2_1,self_ittp_O3_1,self_ittp_O4_1,self_ittp_C1_1,self_ittp_C2_1,self_ittp_C3_1,self_ittp_C4_1,self_ittp_E1_1,self_ittp_E2_1,self_ittp_E3_1,self_ittp_E4_1,self_ittp_A1_1,self_ittp_A2_1,self_ittp_A3_1,self_ittp_A4_1,self_ittp_N1_1,self_ittp_N2_1,self_ittp_N3_1,self_ittp_N4_1,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,self_mon1_1,self_mon2_1,self_mon3_1,self_mon4_1,self_mon5_1,self_mon6_1,self_mon7_1,self_mon8_1,self_mon9_1,self_mon10_1,self_mon11_1,self_mon12_1,self_mon13_1,Q171_First Click,Q171_Last Click,Q171_Page Submit,Q171_Click Count,targets_1,targets_19,targets_20,targets_21,targets_2,targets_22,targets_23,targets_24,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,tar_tipi_1_1,tar_tipi_1_2,tar_tipi_1_3,tar_tipi_1_4,tar_tipi_1_5,tar_tipi_1_6,tar_tipi_1_7,tar_tipi_1_8,tar_tipi_2_1,tar_tipi_2_2,tar_tipi_2_3,tar_tipi_2_4,tar_tipi_2_5,tar_tipi_2_6,tar_tipi_2_7,tar_tipi_2_8,tar_tipi_3_1,tar_tipi_3_2,tar_tipi_3_3,tar_tipi_3_4,tar_tipi_3_5,tar_tipi_3_6,tar_tipi_3_7,tar_tipi_3_8,tar_tipi_4_1,tar_tipi_4_2,tar_tipi_4_3,tar_tipi_4_4,tar_tipi_4_5,tar_tipi_4_6,tar_tipi_4_7,tar_tipi_4_8,tar_tipi_5_1,tar_tipi_5_2,tar_tipi_5_3,tar_tipi_5_4,tar_tipi_5_5,tar_tipi_5_6,tar_tipi_5_7,tar_tipi_5_8,tar_tipi_6_1,tar_tipi_6_2,tar_tipi_6_3,tar_tipi_6_4,tar_tipi_6_5,tar_tipi_6_6,tar_tipi_6_7,tar_tipi_6_8,tar_tipi_7_1,tar_tipi_7_2,tar_tipi_7_3,tar_tipi_7_4,tar_tipi_7_5,tar_tipi_7_6,tar_tipi_7_7,tar_tipi_7_8,tar_tipi_8_1,tar_tipi_8_2,tar_tipi_8_3,tar_tipi_8_4,tar_tipi_8_5,tar_tipi_8_6,tar_tipi_8_7,tar_tipi_8_8,tar_tipi_9_1,tar_tipi_9_2,tar_tipi_9_3,tar_tipi_9_4,tar_tipi_9_5,tar_tipi_9_6,tar_tipi_9_7,tar_tipi_9_8,tar_tipi_10_1,tar_tipi_10_2,tar_tipi_10_3,tar_tipi_10_4,tar_tipi_10_5,tar_tipi_10_6,tar_tipi_10_7,tar_tipi_10_8,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,tar_ittp_O1_1,tar_ittp_O1_2,tar_ittp_O1_3,tar_ittp_O1_4,tar_ittp_O1_5,tar_ittp_O1_6,tar_ittp_O1_7,tar_ittp_O1_8,tar_ittp_O2_1,tar_ittp_O2_2,tar_ittp_O2_3,tar_ittp_O2_4,tar_ittp_O2_5,tar_ittp_O2_6,tar_ittp_O2_7,tar_ittp_O2_8,tar_ittp_O3_1,tar_ittp_O3_2,tar_ittp_O3_3,tar_ittp_O3_4,tar_ittp_O3_5,tar_ittp_O3_6,tar_ittp_O3_7,tar_ittp_O3_8,tar_ittp_O4_1,tar_ittp_O4_2,tar_ittp_O4_3,tar_ittp_O4_4,tar_ittp_O4_5,tar_ittp_O4_6,tar_ittp_O4_7,tar_ittp_O4_8,tar_ittp_C1_1,tar_ittp_C1_2,tar_ittp_C1_3,tar_ittp_C1_4,tar_ittp_C1_5,tar_ittp_C1_6,tar_ittp_C1_7,tar_ittp_C1_8,tar_ittp_C2_1,tar_ittp_C2_2,tar_ittp_C2_3,tar_ittp_C2_4,tar_ittp_C2_5,tar_ittp_C2_6,tar_ittp_C2_7,tar_ittp_C2_8,tar_ittp_C3_1,tar_ittp_C3_2,tar_ittp_C3_3,tar_ittp_C3_4,tar_ittp_C3_5,tar_ittp_C3_6,tar_ittp_C3_7,tar_ittp_C3_8,tar_ittp_C4_1,tar_ittp_C4_2,tar_ittp_C4_3,tar_ittp_C4_4,tar_ittp_C4_5,tar_ittp_C4_6,tar_ittp_C4_7,tar_ittp_C4_8,tar_ittp_E1_1,tar_ittp_E1_2,tar_ittp_E1_3,tar_ittp_E1_4,tar_ittp_E1_5,tar_ittp_E1_6,tar_ittp_E1_7,tar_ittp_E1_8,tar_ittp_E2_1,tar_ittp_E2_2,tar_ittp_E2_3,tar_ittp_E2_4,tar_ittp_E2_5,tar_ittp_E2_6,tar_ittp_E2_7,tar_ittp_E2_8,tar_ittp_E3_1,tar_ittp_E3_2,tar_ittp_E3_3,tar_ittp_E3_4,tar_ittp_E3_5,tar_ittp_E3_6,tar_ittp_E3_7,tar_ittp_E3_8,tar_ittp_E4_1,tar_ittp_E4_2,tar_ittp_E4_3,tar_ittp_E4_4,tar_ittp_E4_5,tar_ittp_E4_6,tar_ittp_E4_7,tar_ittp_E4_8,tar_ittp_A1_1,tar_ittp_A1_2,tar_ittp_A1_3,tar_ittp_A1_4,tar_ittp_A1_5,tar_ittp_A1_6,tar_ittp_A1_7,tar_ittp_A1_8,tar_ittp_A2_1,tar_ittp_A2_2,tar_ittp_A2_3,tar_ittp_A2_4,tar_ittp_A2_5,tar_ittp_A2_6,tar_ittp_A2_7,tar_ittp_A2_8,tar_ittp_A3_1,tar_ittp_A3_2,tar_ittp_A3_3,tar_ittp_A3_4,tar_ittp_A3_5,tar_ittp_A3_6,tar_ittp_A3_7,tar_ittp_A3_8,tar_ittp_A4_1,tar_ittp_A4_2,tar_ittp_A4_3,tar_ittp_A4_4,tar_ittp_A4_5,tar_ittp_A4_6,tar_ittp_A4_7,tar_ittp_A4_8,tar_ittp_N1_1,tar_ittp_N1_2,tar_ittp_N1_3,tar_ittp_N1_4,tar_ittp_N1_5,tar_ittp_N1_6,tar_ittp_N1_7,tar_ittp_N1_8,tar_ittp_N2_1,tar_ittp_N2_2,tar_ittp_N2_3,tar_ittp_N2_4,tar_ittp_N2_5,tar_ittp_N2_6,tar_ittp_N2_7,tar_ittp_N2_8,tar_ittp_N3_1,tar_ittp_N3_2,tar_ittp_N3_3,tar_ittp_N3_4,tar_ittp_N3_5,tar_ittp_N3_6,tar_ittp_N3_7,tar_ittp_N3_8,tar_ittp_N4_1,tar_ittp_N4_2,tar_ittp_N4_3,tar_ittp_N4_4,tar_ittp_N4_5,tar_ittp_N4_6,tar_ittp_N4_7,tar_ittp_N4_8,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9,similarity_10,similarity_11,similarity_12,similarity_13,similarity_14,similarity_15,similarity_16,similarity_17,similarity_18,similarity_19,similarity_20,similarity_21,similarity_22,similarity_23,similarity_24,similarity_25,similarity_26,similarity_27,similarity_28,similarity_29,similarity_30,similarity_31,similarity_32,similarity_33,similarity_34,similarity_35,similarity_36,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count
1231,TRUE,1,6,2,6,5,7,5,5,6,3,5,4.801,36.179,37.032,12,4,5,1,3,1,5,2,3,3,4,3,5,4,4,1,4,2,2,2,2,8.467,157.963,158.869,24,4,4,3,4,3,3,3,4,1,3,3,1,3,10.826,96.395,97.201,16,Matt T,James K,Jim M,Theresa M,James L,Jack F,Chris P,Olivia B,28.338,191.296,197.593,12,7,5,5,1,5,5,7,7,5,1,2,7,2,5,5,2,7,4,5,7,6,5,2,7,2,5,5,7,5,2,2,1,7,4,3,5,6,4,5,7,1,3,5,1,1,1,1,1,5,5,5,1,5,2,3,7,1,2,1,1,1,5,5,1,7,3,7,1,5,3,3,7,1,3,2,5,2,3,2,1,4.942,232.809,233.947,87,4,2,3,4,3,3,3,2,5,5,5,5,5,4,4,5,3,2,2,4,3,2,2,1,5,3,3,5,4,3,3,4,5,3,3,5,4,3,3,4,3,2,2,5,1,2,3,2,4,3,3,5,4,3,3,2,1,1,1,4,2,1,1,1,2,2,3,4,4,3,4,2,5,5,5,5,5,5,5,5,4,3,4,4,3,4,4,4,4,3,3,5,4,3,3,3,3,2,3,5,4,2,2,3,5,3,3,5,3,4,4,3,4,2,2,5,3,3,2,5,4,3,3,5,5,3,2,5,5,2,2,5,4,1,2,2,4,2,3,5,4,2,2,3,2,2,2,5,4,2,1,3,4,2,2,5,3,2,2,1,16.172,326.573,327.56,174,1,3,1,2,3,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,1,1,4,3,3,1,2,1,2,2,16.109,123.775,124.614,37
1126,TRUE,1,5,5,5,6,5,6,7,5,4,3,2.636,21.506,22.2,10,5,5,3,1,2,2,2,3,2,3,2,3,4,4,5,5,2,2,4,2,4.219,122.198,125.857,23,4,3,4,4,3,4,2,3,2,4,3,1,3,12.393,81.699,82.46,16,Sid C,Cam F,Jack W,Emma L,Ana Z,Maria C,Pete D,Annie G,8.688,101.505,123.112,8,6,7,7,7,6,7,6,6,3,3,3,5,6,3,5,5,6,6,6,5,4,6,3,5,6,3,5,3,5,3,7,3,6,7,6,7,5,7,5,5,3,1,2,2,3,1,2,2,6,7,6,3,3,6,3,3,2,4,3,3,2,4,6,4,5,5,5,4,2,5,1,5,3,3,3,3,3,3,3,3,7.427,209.152,210.15,88,4,4,3,3,3,4,3,3,4,4,4,5,4,4,4,3,4,2,4,5,4,2,4,3,4,3,2,4,2,3,3,3,4,2,3,3,2,3,2,2,5,4,4,4,4,4,3,4,5,2,3,5,5,3,2,5,4,3,3,4,4,3,4,3,3,2,1,4,4,2,3,4,4,3,4,5,4,3,3,4,4,3,2,4,4,3,2,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,4,4,4,3,4,2,2,4,3,3,2,3,2,1,1,3,2,1,4,4,4,2,3,4,3,2,4,2,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,13.595,323.479,327.402,180,3,2,3,2,2,1,1,2,3,1,4,2,1,2,2,3,1,1,4,3,2,3,2,2,3,2,1,2,4,4,4,2,2,4,1,1,10.039,133.9,137.196,45
1220,TRUE,1,5,4,6,2,6,2,4,2,6,3,7.709,36.091,36.918,11,4,3,2,1,2,2,2,1,2,4,2,3,4,3,4,4,2,2,2,3,8.157,169.741,170.531,24,3,2,4,1,3,2,2,4,2,3,1,1,4,12.536,144.153,144.883,17,Mom,Dad,Layman,Carter D,Maria M,Jackie R,TKil,Chels,2.229,130.345,135.65,13,6,7,4,3,3,4,4,5,4,4,4,4,4,4,4,4,7,6,6,3,3,4,4,4,5,6,3,5,5,5,4,4,5,5,6,3,4,4,5,4,2,1,3,4,5,3,2,4,6,6,5,4,5,5,4,4,1,5,4,5,5,5,4,4,6,3,6,5,5,4,4,4,4,3,4,5,4,4,4,4,10.836,208.583,209.413,89,3,3,2,1,1,2,4,2,4,3,3,2,2,4,4,3,2,2,2,2,2,2,2,2,3,4,3,1,1,3,2,2,3,2,2,2,2,3,2,2,4,4,2,3,2,1,2,2,4,3,3,2,2,3,2,3,4,5,3,2,2,3,3,2,2,4,2,2,1,2,2,2,5,2,2,2,2,4,3,3,4,4,2,2,3,3,2,2,4,2,4,2,2,3,2,3,4,3,4,3,2,3,3,3,3,5,2,2,3,2,2,2,4,5,3,3,3,3,2,2,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,2,3,5,3,2,3,3,3,2,3,2,3,2,2,2,2,2,13.171,362.837,363.737,170,1,4,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,3,2,4,2,4,2,2,2,1,2,6.977,103.46,104.274,37
1966,TRUE,1,5,4,7,5,4,3,3,2,5,6,5.653,182.074,185.145,11,2,5,3,3,2,4,4,4,1,5,2,5,5,5,5,5,4,2,3,3,9.227,264.165,265.236,24,3,2,2,3,1,3,1,3,3,3,2,3,3,20.008,207.158,207.98,16,Jessica B,Jin H,Sarah T,Tori T,Josh D,Caitlin P,Amber M,Dee D,8.334,129.022,133.625,10,6,6,3,5,5,6,3,1,1,1,5,2,3,1,7,3,3,7,6,4,4,6,2,2,5,2,2,7,6,4,4,2,5,4,4,3,4,4,2,2,2,5,3,2,4,2,1,5,5,6,3,5,3,5,1,1,5,1,2,4,3,2,4,4,3,6,6,2,3,4,1,4,2,4,1,3,3,4,4,5,18.659,359.704,360.7,91,3,2,2,3,3,2,5,5,3,2,3,4,4,2,5,5,3,2,2,3,3,3,4,4,4,2,2,3,3,2,5,5,2,2,2,2,2,2,3,3,3,2,2,4,4,2,2,2,3,2,3,3,4,2,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,3,2,3,4,4,2,5,3,2,2,4,3,3,2,5,4,4,2,3,4,4,2,5,4,3,2,3,4,4,2,5,5,3,3,3,3,3,3,5,4,2,2,3,3,3,2,5,4,2,2,5,3,3,2,5,5,4,3,2,4,3,2,2,2,4,4,4,4,4,4,3,3,4,3,4,3,3,3,5,4,2,2,2,3,2,2,5,2,9.498,576.972,581.066,178,3,3,2,3,4,1,1,2,1,2,4,1,1,1,1,1,1,1,4,3,1,1,4,1,1,1,1,5,4,3,3,2,3,3,1,1,9.083,134.09,135.154,36
1062,TRUE,1,5,1,6,6,5,7,7,2,5,4,9.585,54.735,55.264,13,5,5,4,3,2,4,2,3,2,5,2,2,3,5,5,5,2,2,3,3,8.413,128.796,129.6,21,4,4,4,4,4,4,4,4,1,4,4,3,4,15.643,78.459,79.353,15,Sally E,Allie M,Lilia B,Andrew B,Isabelle F,Grace P,Kayla M,Kaylah L,11.753,128.685,195.361,4,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,5,6,6,4,6,6,6,2,3,5,5,4,1,5,5,6,7,7,7,5,7,7,7,4,2,2,3,2,2,2,2,4,5,6,6,5,6,6,6,4,3,2,6,2,2,6,2,4,6,4,4,4,6,4,6,4,4,2,4,2,2,2,4,4,16.09,158.101,159.168,81,3,4,3,3,4,4,4,3,5,5,3,5,3,5,5,3,3,4,4,3,4,4,4,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,4,3,3,4,4,3,1,2,5,3,3,4,5,5,1,3,3,3,1,3,1,3,1,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,1,5,5,5,5,5,5,5,5,3,3,2,3,3,2,2,2,4.252,252.377,253.382,166,3,3,3,2,4,1,1,2,1,2,,2,1,3,1,3,2,1,2,3,2,1,1,1,1,2,1,1,3,2,2,2,2,2,2,1,12.768,110.023,110.8,37
1576,TRUE,1,6,2,7,3,6,1,7,1,5,3,4.032,37.681,38.641,11,5,4,4,2,2,2,2,3,2,4,3,2,4,5,5,5,1,2,2,2,8.36,148.308,149.384,24,4,3,3,4,3,4,2,5,1,4,3,1,3,17.099,103.131,103.825,16,Tina H,Ellie E,Maddie S,McKayla S,Ava G,Natalie G ,Bryan W,Brent B ,4.831,131.645,160.821,15,5,6,7,6,6,5,3,4,2,4,3,6,6,4,5,4,7,6,6,5,3,5,4,4,2,4,2,3,3,3,5,5,6,5,7,5,5,5,4,4,1,3,1,1,1,4,4,4,7,4,6,2,2,4,4,3,1,2,2,2,5,3,5,5,6,5,6,5,5,5,3,3,2,3,2,2,3,4,4,4,5.207,268.47,270.037,93,4,4,3,3,2,2,1,2,5,5,3,5,4,4,2,2,4,4,2,4,4,5,2,2,3,3,2,3,2,3,2,2,5,5,4,4,2,3,1,1,3,4,2,3,2,3,3,3,4,4,3,4,1,3,2,2,5,4,4,4,4,4,4,4,2,3,3,5,5,3,2,2,5,4,5,4,4,3,3,2,4,3,2,3,3,3,3,3,4,4,4,5,5,4,2,2,4,3,4,3,2,3,3,2,4,4,4,4,4,4,4,4,5,2,3,1,1,3,3,2,4,3,3,2,2,3,4,3,1,2,4,3,3,3,3,1,2,3,2,4,4,3,3,2,4,4,4,3,3,3,3,3,2,3,4,5,5,3,2,2,22.848,641.422,642.606,172,3,2,1,1,2,1,1,4,2,2,4,1,1,2,2,4,1,1,4,2,1,1,2,2,1,1,1,3,5,3,4,1,1,3,1,1,13.553,141.184,142.368,40
1311,TRUE,1,7,4,3,2,7,1,5,5,6,4,3.06,42.524,44.181,19,4,5,1,1,1,5,3,2,3,5,3,5,4,5,5,5,1,1,5,3,11.477,188.544,189.502,42,2,4,4,1,4,5,2,0,0,5,2,0,5,5.122,122.155,123.203,28,DAD,DP,ALU,SUBU,MAINU,HUMA,HR,JOE ,2.8,134.574,136.083,13,4,7,7,1,7,7,1,1,5,1,1,7,7,1,7,4,7,7,7,1,1,7,1,1,7,1,1,7,7,1,7,7,1,7,7,1,7,7,1,1,1,1,1,7,1,1,1,1,7,7,7,5,5,6,4,6,1,1,1,2,7,5,2,7,6,7,7,1,5,7,7,1,4,5,5,5,1,5,7,4,5.176,267.839,269.265,109,5,1,1,4,3,1,5,3,1,1,1,1,1,3,2,1,5,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,3,1,1,5,5,1,1,1,5,1,5,1,5,5,5,1,3,5,5,1,3,5,3,5,1,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,3,3,2,4,2,2,3,4,3,4,3,3,4,3,3,2,4,4,4,4,4,3,4,6.778,345.195,345.967,219,3,4,1,1,3,2,1,5,1,3,4,1,1,1,1,5,2,3,5,1,1,1,3,1,2,2,2,,4,4,4,1,1,4,1,1,9.07,108.023,109.693,47
1060,TRUE,1,5,5,6,3,6,6,6,1,5,2,3.393,36.887,38.919,11,4,5,3,3,2,5,4,4,1,5,2,5,4,3,4,5,2,2,5,1,6.813,107.201,109.228,21,4,4,3,3,4,4,3,4,1,4,2,1,4,6.836,55.53,56.467,13,Dad,Erik F,Marlo B,Jen Z,Ron D,Chris P,AOC,Brie L,16.849,105.357,115.128,10,6,6,5,5,7,6,5,3,1,3,3,2,3,2,7,7,7,6,7,6,7,6,2,2,3,2,3,6,2,2,6,4,7,6,7,5,7,4,4,4,3,2,2,2,2,2,2,2,7,6,7,6,7,5,2,3,1,2,1,5,1,4,6,4,6,6,6,5,6,6,1,3,2,4,2,1,1,3,6,6,5.184,185.439,187.343,82,2,1,2,4,2,1,4,1,2,2,2,4,3,1,4,1,2,2,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,5,3,5,1,4,1,1,1,4,1,3,1,3,1,1,1,2,1,4,4,3,1,3,1,1,1,1,1,2,1,1,1,2,4,4,4,3,2,4,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,3,1,1,3,4,4,4,1,5,3,2,1,2,4,2,1,5,4,1,2,4,5,2,1,5,4,4,3,4,5,5,4,2,2,2,2,2,4,2,1,3,3,1,1,2,4,1,1,4,3,2,1,2,4,2,1,5,4,1,1,1,1,1,1,1,1,12.05,384.465,385.931,165,4,5,3,1,4,1,1,4,1,1,4,1,1,2,1,4,1,1,2,1,1,1,1,1,2,1,1,4,5,4,5,2,2,4,1,1,4.576,79.981,81.819,40
3319,TRUE,1,6,5,4,2,6,6,6,2,7,2,68.913,131.564,134.881,12,3,5,1,4,1,2,5,3,2,4,3,3,4,4,5,5,4,3,3,2,11.97,229.767,230.758,25,4,3,4,3,4,4,2,4,3,2,3,4,4,8.36,495.317,496.142,18,anthony a,paxshan h,ayad a ,burhan s,anthony s,andrew s,omar v,jwan a,24.672,175.496,192.611,3,6,6,6,3,2,7,5,3,6,6,6,6,6,6,4,6,6,6,6,6,4,6,5,5,3,3,3,3,4,3,4,4,5,5,5,2,2,5,4,4,2,5,5,2,5,3,3,4,6,5,7,2,2,5,4,4,1,2,1,2,2,2,4,3,6,6,6,4,2,6,4,4,2,2,4,6,6,2,4,5,12.218,369.148,374.11,94,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,1,1,2,4,4,1,3,4,3,2,3,3,2,2,1,2,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,1,1,3,1,1,2,2,2,2,2,2,2,2,4,4,4,2,2,4,2,2,3,3,4,2,2,3,3,3,3,3,5,4,4,3,5,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,1,1,1,1,2,1,1,1,50.306,1319.058,1319.986,195,3,1,1,1,3,2,2,2,1,1,5,1,2,1,1,3,1,4,3,1,1,2,1,1,2,1,1,2,5,2,3,1,1,4,2,2,17.055,197.716,199.094,41
958,TRUE,1,2,6,5,5,6,6,6,4,6,5,4.242,25.411,26.901,11,4,5,3,4,4,5,3,5,3,5,5,4,5,5,5,5,3,3,4,3,8.395,117.135,117.695,24,4,3,4,4,3,4,3,4,2,4,2,2,4,6.664,86.093,86.744,17,Mike I,Jacob M,Quentin C,Stevie K,Chris T,James G,Bronson B,Nathan S,7.688,155.758,192.368,6,5,2,3,1,5,7,7,6,6,2,6,1,6,6,6,6,6,4,7,3,4,4,6,6,2,4,3,4,4,3,2,3,3,5,3,1,5,4,7,4,3,7,5,7,2,1,1,4,7,4,7,1,5,6,4,7,4,4,1,4,4,4,5,4,7,4,7,4,4,3,4,7,4,4,7,4,4,4,4,4,6.889,177.58,178.887,105,5,3,5,3,3,4,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,5,3,5,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,5,3,3,3,3,4,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,3,5,2,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,11.551,191.016,191.701,184,1,4,1,2,1,1,3,2,4,1,1,1,1,1,2,2,1,4,1,1,1,1,3,3,2,2,3,3,5,1,5,2,2,3,2,4,7.987,87.533,88.101,44
2008,TRUE,1,5,3,7,5,5,5,7,2,5,2,7.538,46.949,47.943,20,4,4,4,5,5,5,4,3,2,5,4,5,5,4,5,5,2,1,3,3,15.439,171.397,172.692,47,3,4,4,3,4,4,4,5,2,3,4,1,4,10.328,133.931,135.067,33,Kiley W,Jason P,Connor C,Kyle B,Jake M,Alexis B,Michael M,Nick B,26.392,375.422,386.825,24,5,6,5,3,6,5,6,7,3,3,3,6,5,3,4,5,6,6,6,4,5,7,5,3,6,4,5,5,5,5,4,4,5,6,5,6,6,5,4,7,5,5,6,6,3,6,3,2,7,5,6,3,5,7,5,4,2,2,2,6,3,1,4,5,4,5,5,6,5,5,5,3,3,3,4,6,2,3,2,1,13.053,460.799,462.266,114,5,3,4,2,2,4,2,2,5,3,4,2,3,4,3,4,4,4,4,3,4,4,3,2,4,4,5,2,3,5,3,2,4,4,4,2,3,5,3,2,4,3,3,2,3,4,3,3,5,3,4,2,3,5,3,2,4,2,2,2,2,3,2,2,2,2,2,1,2,2,1,1,5,3,4,2,4,4,3,3,5,3,3,2,4,4,3,3,5,3,4,2,3,4,3,2,5,4,4,3,3,4,3,3,5,3,4,3,4,4,3,4,4,3,4,2,4,4,3,4,5,4,4,2,3,5,3,3,1,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,5.785,526.088,528.025,215,2,3,1,2,4,1,1,3,2,2,2,3,2,1,2,3,1,1,3,1,3,2,1,3,2,1,1,2,4,3,4,2,2,4,2,1,8.035,148.385,149.221,45
1481,TRUE,1,5,2,6,4,6,4,7,3,3,2,5.027,47.714,48.99,12,3,3,2,2,1,3,1,1,1,3,3,5,4,5,3,5,1,1,4,2,14.447,161.822,163.069,22,5,4,2,4,4,5,1,4,2,4,3,4,2,16.58,91.878,93.7,15,sister,Mom,Beck,Millie,Indira,Ella,Britt,Kim,4.118,166.425,175.298,20,5,7,5,6,6,3,2,1,4,4,2,5,3,2,4,1,7,4,7,5,6,4,4,3,2,4,3,5,2,6,4,5,7,7,3,7,7,5,4,4,1,1,2,2,1,7,6,7,6,7,7,5,7,6,3,3,1,3,1,6,1,5,4,4,5,5,6,5,6,2,4,4,2,1,3,1,2,2,7,4,16.015,273.979,275.953,91,4,3,4,5,4,3,2,2,4,3,4,5,3,3,2,3,5,3,5,4,3,3,5,3,4,2,5,5,3,2,3,2,3,2,4,3,4,3,3,3,5,3,5,5,4,4,5,4,4,2,5,3,3,3,3,3,5,2,4,5,2,3,4,4,2,2,2,2,2,2,3,2,5,3,5,5,4,3,4,3,3,3,4,5,4,4,4,3,4,3,4,5,3,4,1,2,4,3,4,4,3,4,2,2,5,3,4,5,4,3,4,2,3,4,1,4,2,4,1,1,5,5,4,5,4,4,4,3,3,2,3,2,1,1,4,2,1,2,2,5,2,2,2,1,5,3,4,5,2,4,2,2,4,2,3,1,3,2,2,2,33.018,442.304,443.236,170,2,5,1,2,1,1,1,2,3,3,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,5,3,5,2,3,2,1,1,13.163,106.331,107.664,36
